delivery_partner_id,partner_name,city,vehicle_type,employment_type,avg_rating,is_active
DP09598,Ananya P,Mumbai,Bike,Full-time,4.11,Y
DP10197,Pooja K,Bengaluru,Scooter,Contract,3.69,Y
DP12947,Neha Y,Kolkata,Bike,Full-time,4.42,Y
DP00111,Nikhil H,Ahmedabad,Scooter,Full-time,3.83,Y
DP14546,Manoj P,Ahmedabad,Scooter,Full-time,3.88,Y
DP14199,Shreya D,Hyderabad,Cycle,Full-time,4.22,Y
DP09335,Manoj B,Delhi,Car,Part-time,4.62,Y
DP12145,Shreya X,Delhi,Scooter,Full-time,4.7,Y
DP04972,Manoj Z,Hyderabad,Scooter,Full-time,3.84,Y
DP00942,Rakesh D,Delhi,Bike,Full-time,3.83,Y
DP04637,Shreya E,Bengaluru,Bike,Part-time,4.06,Y
DP05220,Amit U,Delhi,Scooter,Full-time,4.62,Y
DP10511,Kiran S,Mumbai,Cycle,Full-time,4.07,Y
DP12473,Priya Q,Mumbai,Scooter,Part-time,4.45,Y
DP04392,Nikhil T,Delhi,Scooter,Part-time,4.54,Y
DP07579,Neha W,Bengaluru,Scooter,Part-time,4.09,Y
DP12926,Sneha L,Kolkata,Bike,Part-time,3.97,Y
DP02610,Neha R,Delhi,Scooter,Part-time,4.27,Y
DP06459,Sneha N,Kolkata,Bike,Full-time,4.44,Y
DP07615,Neha B,Bengaluru,Scooter,Full-time,4.29,N
DP10333,Neha C,Bengaluru,Scooter,Part-time,4.28,Y
DP09953,Suresh R,Bengaluru,Bike,Full-time,4.46,Y
DP08685,Divya I,Bengaluru,Scooter,Full-time,4.82,Y
DP11065,Deepak K,Hyderabad,Scooter,Full-time,4.01,N
DP11085,Vikas B,Pune,Scooter,Full-time,4.05,Y
DP03750,Ravi R,Mumbai,Bike,Full-time,3.97,N
DP07020,Priya J,Delhi,Cycle,Full-time,3.99,Y
DP07123,Rakesh B,Ahmedabad,Bike,Part-time,4.79,Y
DP13682,Arjun J,Hyderabad,Scooter,Contract,4.41,Y
DP09246,Meena B,Mumbai,Bike,Part-time,3.81,Y
DP09003,Santosh D,Kolkata,Scooter,Full-time,3.89,Y
DP07293,Meena J,Mumbai,Cycle,Full-time,4.44,Y
DP00928,Rahul A,Bengaluru,Cycle,Full-time,4.29,Y
DP11876,Sneha P,Delhi,Bike,Part-time,4.09,Y
DP04027,Ananya Q,Pune,Scooter,Contract,3.71,Y
DP11148,Nikhil G,Bengaluru,Bike,Part-time,3.88,Y
DP12317,Pooja Q,Kolkata,Bike,Part-time,4.87,N
DP07106,Suresh Y,Mumbai,Scooter,Full-time,4.29,Y
DP02864,Santosh W,Mumbai,Bike,Full-time,3.65,N
DP10065,Vikas B,Delhi,Bike,Part-time,3.87,Y
DP06676,Ravi G,Kolkata,Cycle,Full-time,4.39,Y
DP13931,Kiran V,Kolkata,Bike,Contract,4.1,Y
DP02325,Priya S,Pune,Scooter,Full-time,4.54,Y
DP03992,Neha H,Chennai,Bike,Part-time,3.67,Y
DP14759,Manoj V,Chennai,Bike,Contract,4.39,Y
DP12757,Shreya H,Pune,Scooter,Full-time,3.89,Y
DP03558,Sneha G,Bengaluru,Bike,Full-time,4.03,Y
DP14886,Santosh K,Kolkata,Cycle,Full-time,3.89,Y
DP02108,Nikhil Q,Bengaluru,Scooter,Part-time,4.49,Y
DP04538,Sneha M,Hyderabad,Scooter,Part-time,3.54,N
DP05146,Divya H,Bengaluru,Bike,Part-time,4.03,Y
DP08869,Rakesh M,Kolkata,Cycle,Full-time,4.23,N
DP09582,Meena Q,Ahmedabad,Scooter,Full-time,3.76,Y
DP13792,Suresh J,Mumbai,Cycle,Contract,3.99,Y
DP08249,Neha X,Delhi,Cycle,Part-time,4.96,Y
DP11619,Ananya T,Hyderabad,Bike,Full-time,4.69,Y
DP06148,Kiran Y,Bengaluru,Cycle,Full-time,4.09,N
DP05113,Santosh N,Chennai,Bike,Full-time,4.18,Y
DP13666,Suresh N,Delhi,Scooter,Part-time,3.89,Y
DP08352,Divya R,Mumbai,Bike,Part-time,4.06,Y
DP00718,Priya S,Mumbai,Cycle,Full-time,4.47,Y
DP06829,Priya L,Hyderabad,Scooter,Full-time,4.12,Y
DP09638,Divya V,Bengaluru,Scooter,Full-time,3.45,Y
DP00055,Meena X,Bengaluru,Cycle,Part-time,4.1,Y
DP14162,Rahul V,Bengaluru,Cycle,Full-time,4.5,Y
DP07055,Manoj W,Chennai,Scooter,Full-time,3.87,Y
DP01232,Suresh L,Bengaluru,Scooter,Full-time,4.23,Y
DP08623,Nikhil L,Delhi,Cycle,Part-time,3.72,N
DP07299,Pooja G,Bengaluru,Scooter,Full-time,4.33,N
DP05211,Suresh B,Hyderabad,Scooter,Full-time,3.96,Y
DP04858,Priya T,Kolkata,Bike,Contract,4.56,Y
DP01943,Meena Z,Ahmedabad,Bike,Contract,4.31,Y
DP12836,Amit P,Hyderabad,Bike,Full-time,4.33,Y
DP02027,Shreya X,Mumbai,Scooter,Full-time,4.52,Y
DP06644,Nikhil M,Hyderabad,Scooter,Part-time,4.17,Y
DP07448,Divya W,Bengaluru,Bike,Full-time,4.19,Y
DP02272,Pooja B,Bengaluru,Bike,Part-time,4.2,Y
DP12039,Rahul M,Chennai,Scooter,Full-time,4.16,Y
DP04805,Ravi I,Mumbai,Car,Full-time,3.97,Y
DP02186,Neha X,Hyderabad,Bike,Full-time,4.15,Y
DP04293,Vikas T,Mumbai,Scooter,Full-time,4.08,Y
DP04507,Shreya X,Ahmedabad,Scooter,Contract,4.33,Y
DP09702,Deepak W,Bengaluru,Scooter,Full-time,3.87,Y
DP14475,Sneha Q,Bengaluru,Scooter,Contract,4.04,Y
DP09649,Kiran F,Mumbai,Scooter,Full-time,4.03,Y
DP01860,Santosh V,Ahmedabad,Bike,Part-time,4.68,Y
DP03592,Ananya S,Pune,Scooter,Full-time,4.43,Y
DP11939,Amit L,Pune,Scooter,Part-time,3.89,Y
DP00456,Ananya F,Bengaluru,Bike,Full-time,4.16,Y
DP06496,Pooja N,Bengaluru,Bike,Contract,4.38,Y
DP11432,Deepak J,Mumbai,Scooter,Part-time,4.07,Y
DP04490,Rahul I,Delhi,Bike,Full-time,4.52,Y
DP11980,Ravi S,Mumbai,Scooter,Part-time,4.07,Y
DP10329,Arjun X,Bengaluru,Car,Part-time,4.0,N
DP04977,Priya O,Bengaluru,Cycle,Full-time,4.35,Y
DP01458,Sneha F,Bengaluru,Scooter,Full-time,3.72,Y
DP12510,Shreya J,Ahmedabad,Bike,Part-time,3.82,Y
DP12592,Santosh J,Chennai,Car,Part-time,3.94,Y
DP11050,Ananya A,Hyderabad,Bike,Full-time,3.61,Y
DP10116,Rahul J,Bengaluru,Bike,Full-time,4.19,Y
DP07940,Priya R,Delhi,Bike,Contract,4.1,Y
DP12008,Pooja L,Bengaluru,Bike,Part-time,4.47,Y
DP14116,Sneha S,Mumbai,Bike,Full-time,4.6,Y
DP12649,Deepak R,Hyderabad,Bike,Part-time,4.59,N
DP11813,Deepak P,Pune,Bike,Full-time,4.15,Y
DP11345,Vikas F,Pune,Scooter,Full-time,4.38,Y
DP02360,Nikhil L,Bengaluru,Bike,Part-time,4.17,Y
DP00858,Ravi D,Kolkata,Bike,Part-time,4.11,Y
DP00182,Shreya A,Delhi,Bike,Full-time,4.1,Y
DP08569,Deepak X,Pune,Bike,Full-time,4.15,Y
DP02101,Santosh J,Chennai,Bike,Part-time,4.22,Y
DP08601,Santosh L,Mumbai,Scooter,Part-time,3.99,Y
DP04542,Ravi L,Delhi,Scooter,Full-time,4.1,Y
DP14238,Ananya N,Hyderabad,Bike,Full-time,4.16,Y
DP03953,Suresh F,Mumbai,Scooter,Full-time,3.8,Y
DP04660,Arjun A,Bengaluru,Cycle,Contract,3.93,Y
DP11321,Santosh M,Hyderabad,Car,Contract,4.36,Y
DP14706,Deepak O,Delhi,Scooter,Part-time,3.88,Y
DP08210,Divya Z,Bengaluru,Scooter,Full-time,4.11,Y
DP14384,Suresh O,Mumbai,Bike,Part-time,4.31,Y
DP09802,Amit I,Pune,Cycle,Full-time,3.94,Y
DP00426,Arjun W,Mumbai,Bike,Contract,4.35,N
DP01798,Kiran X,Bengaluru,Scooter,Full-time,4.29,Y
DP11105,Rakesh B,Bengaluru,Bike,Full-time,3.88,Y
DP07821,Shreya B,Bengaluru,Bike,Full-time,3.99,Y
DP10735,Rakesh J,Chennai,Bike,Full-time,4.09,Y
DP14172,Neha Q,Ahmedabad,Scooter,Full-time,4.69,N
DP06757,Kiran Q,Chennai,Scooter,Part-time,4.5,Y
DP13756,Shreya P,Chennai,Scooter,Full-time,4.26,Y
DP11227,Manoj O,Mumbai,Bike,Part-time,4.33,Y
DP03098,Deepak V,Kolkata,Scooter,Full-time,3.85,Y
DP03271,Meena N,Ahmedabad,Scooter,Part-time,4.56,Y
DP07340,Ananya L,Chennai,Cycle,Full-time,4.02,Y
DP00267,Santosh N,Bengaluru,Scooter,Full-time,4.01,Y
DP11993,Divya D,Pune,Scooter,Full-time,4.72,N
DP01998,Arjun X,Chennai,Scooter,Part-time,4.19,N
DP05489,Divya H,Mumbai,Scooter,Full-time,4.02,Y
DP01726,Meena K,Delhi,Scooter,Full-time,3.82,Y
DP07696,Amit N,Bengaluru,Scooter,Full-time,4.25,Y
DP07226,Pooja R,Hyderabad,Scooter,Part-time,4.03,Y
DP04836,Sneha G,Bengaluru,Bike,Full-time,4.24,Y
DP10247,Santosh L,Delhi,Scooter,Contract,4.83,Y
DP12815,Rakesh P,Kolkata,Bike,Full-time,3.93,Y
DP02220,Amit N,Pune,Bike,Full-time,3.53,Y
DP03816,Rakesh A,Pune,Car,Part-time,4.03,Y
DP13811,Manoj I,Hyderabad,Scooter,Full-time,4.06,Y
DP06039,Meena I,Delhi,Scooter,Part-time,3.51,Y
DP01573,Meena S,Mumbai,Scooter,Full-time,4.76,Y
DP11756,Santosh G,Delhi,Bike,Full-time,4.44,Y
DP10322,Sneha G,Kolkata,Cycle,Full-time,4.27,Y
DP03082,Rahul K,Kolkata,Scooter,Full-time,4.19,N
DP03873,Rakesh N,Kolkata,Bike,Full-time,3.82,Y
DP03425,Rahul M,Bengaluru,Car,Part-time,3.9,Y
DP04296,Meena L,Hyderabad,Cycle,Part-time,4.53,Y
DP06036,Rakesh P,Pune,Bike,Full-time,4.2,Y
DP06551,Arjun R,Delhi,Scooter,Part-time,3.78,Y
DP00179,Ravi I,Delhi,Scooter,Full-time,4.15,Y
DP07393,Ravi G,Hyderabad,Cycle,Full-time,4.66,Y
DP00543,Pooja V,Bengaluru,Scooter,Full-time,3.84,Y
DP13373,Divya W,Kolkata,Scooter,Part-time,4.38,Y
DP02519,Suresh I,Delhi,Scooter,Part-time,4.36,Y
DP10209,Nikhil F,Mumbai,Bike,Full-time,4.3,Y
DP14508,Priya O,Bengaluru,Bike,Full-time,4.35,Y
DP05165,Manoj Q,Mumbai,Scooter,Part-time,4.59,Y
DP12566,Santosh B,Bengaluru,Bike,Full-time,4.43,Y
DP03392,Santosh B,Hyderabad,Cycle,Full-time,4.52,Y
DP04106,Pooja H,Ahmedabad,Scooter,Full-time,4.04,Y
DP08590,Priya E,Bengaluru,Scooter,Full-time,4.38,Y
DP11200,Sneha A,Chennai,Bike,Part-time,4.59,Y
DP03172,Kiran A,Delhi,Bike,Contract,4.37,N
DP06556,Rahul D,Hyderabad,Scooter,Full-time,4.2,N
DP04763,Shreya P,Mumbai,Cycle,Contract,3.89,Y
DP06139,Arjun K,Bengaluru,Bike,Part-time,4.31,Y
DP05015,Meena B,Kolkata,Bike,Full-time,3.84,Y
DP06391,Arjun P,Delhi,Cycle,Contract,4.7,Y
DP09951,Kiran R,Mumbai,Cycle,Contract,4.32,Y
DP01684,Rahul H,Ahmedabad,Scooter,Full-time,3.98,Y
DP10970,Meena C,Bengaluru,Scooter,Full-time,4.22,Y
DP03024,Pooja B,Bengaluru,Scooter,Part-time,4.13,Y
DP06947,Shreya A,Delhi,Cycle,Part-time,4.43,Y
DP09336,Sneha E,Delhi,Scooter,Full-time,4.0,Y
DP09585,Pooja C,Mumbai,Cycle,Full-time,4.01,Y
DP07247,Ananya Z,Pune,Car,Full-time,3.83,Y
DP04341,Pooja O,Delhi,Bike,Part-time,3.75,Y
DP08330,Sneha Q,Delhi,Scooter,Full-time,4.36,Y
DP05834,Priya H,Mumbai,Bike,Full-time,4.45,Y
DP10144,Kiran I,Hyderabad,Cycle,Full-time,4.56,Y
DP11133,Kiran E,Kolkata,Scooter,Full-time,4.3,Y
DP05963,Neha X,Bengaluru,Car,Full-time,3.99,Y
DP14393,Deepak R,Kolkata,Scooter,Part-time,3.97,Y
DP14739,Suresh H,Hyderabad,Scooter,Full-time,3.78,Y
DP10360,Amit T,Mumbai,Scooter,Part-time,4.31,N
DP02263,Divya Z,Bengaluru,Bike,Full-time,4.27,Y
DP09536,Rahul L,Bengaluru,Bike,Full-time,4.41,Y
DP13574,Shreya U,Kolkata,Bike,Full-time,4.35,N
DP08618,Deepak E,Ahmedabad,Bike,Full-time,3.95,N
DP07852,Nikhil J,Bengaluru,Bike,Part-time,4.02,Y
DP07649,Priya A,Mumbai,Bike,Full-time,3.73,Y
DP04013,Rakesh B,Chennai,Scooter,Part-time,4.66,Y
DP05304,Amit T,Bengaluru,Scooter,Full-time,3.92,Y
DP07560,Rakesh D,Bengaluru,Scooter,Full-time,3.83,Y
DP02107,Ananya S,Chennai,Bike,Full-time,4.39,Y
DP12186,Priya K,Kolkata,Bike,Full-time,3.92,Y
DP01760,Amit I,Pune,Bike,Part-time,4.5,Y
DP04925,Ravi D,Bengaluru,Cycle,Part-time,4.36,Y
DP10748,Manoj S,Pune,Bike,Part-time,4.17,Y
DP14718,Nikhil G,Delhi,Scooter,Full-time,4.21,Y
DP10733,Suresh R,Mumbai,Scooter,Full-time,4.14,Y
DP12614,Arjun D,Mumbai,Bike,Contract,4.0,Y
DP07016,Pooja A,Mumbai,Bike,Full-time,4.04,N
DP01197,Rakesh R,Hyderabad,Scooter,Full-time,4.13,Y
DP06389,Ravi W,Bengaluru,Cycle,Full-time,4.27,Y
DP00446,Manoj V,Mumbai,Cycle,Full-time,4.13,Y
DP02155,Vikas M,Bengaluru,Cycle,Full-time,4.08,Y
DP06067,Meena S,Mumbai,Cycle,Part-time,4.29,Y
DP10348,Neha V,Chennai,Bike,Full-time,4.06,Y
DP07642,Meena N,Bengaluru,Cycle,Full-time,4.17,Y
DP10350,Arjun O,Kolkata,Bike,Full-time,4.56,Y
DP08633,Neha C,Hyderabad,Scooter,Part-time,4.62,Y
DP14373,Pooja C,Mumbai,Bike,Full-time,4.09,N
DP11604,Arjun B,Hyderabad,Bike,Part-time,4.04,Y
DP07677,Ananya S,Hyderabad,Car,Full-time,4.55,Y
DP02376,Vikas G,Ahmedabad,Bike,Part-time,4.23,Y
DP14757,Amit J,Hyderabad,Bike,Full-time,3.91,Y
DP09713,Meena U,Pune,Bike,Contract,4.48,Y
DP11657,Suresh C,Bengaluru,Scooter,Full-time,3.92,Y
DP01554,Arjun D,Delhi,Bike,Part-time,4.08,Y
DP10487,Suresh K,Chennai,Scooter,Contract,4.45,Y
DP09806,Ananya I,Bengaluru,Scooter,Full-time,3.78,Y
DP04249,Amit Q,Delhi,Scooter,Contract,4.11,Y
DP09416,Nikhil Y,Bengaluru,Cycle,Contract,4.22,Y
DP01838,Kiran B,Hyderabad,Scooter,Contract,4.54,Y
DP09284,Pooja S,Ahmedabad,Bike,Full-time,4.42,N
DP12203,Ananya O,Kolkata,Cycle,Part-time,4.61,Y
DP11125,Kiran K,Ahmedabad,Bike,Contract,4.29,Y
DP00960,Priya Q,Mumbai,Cycle,Full-time,3.93,Y
DP09047,Meena U,Mumbai,Bike,Part-time,3.88,Y
DP04891,Meena W,Mumbai,Scooter,Part-time,4.1,Y
DP01038,Santosh H,Pune,Bike,Full-time,3.97,Y
DP11375,Deepak S,Pune,Scooter,Full-time,4.1,N
DP03734,Divya P,Pune,Scooter,Full-time,3.92,Y
DP07268,Priya Z,Mumbai,Bike,Part-time,3.59,Y
DP05874,Kiran I,Pune,Scooter,Contract,4.26,N
DP03943,Santosh E,Mumbai,Cycle,Part-time,3.6,Y
DP10146,Pooja G,Bengaluru,Scooter,Part-time,4.07,Y
DP12242,Ananya W,Bengaluru,Bike,Full-time,4.05,Y
DP08648,Suresh A,Chennai,Cycle,Full-time,4.34,Y
DP09091,Deepak K,Bengaluru,Bike,Part-time,4.88,Y
DP04177,Meena S,Delhi,Scooter,Part-time,4.14,Y
DP05915,Suresh W,Ahmedabad,Scooter,Full-time,4.38,Y
DP04073,Arjun F,Ahmedabad,Scooter,Part-time,4.15,Y
DP04985,Divya N,Bengaluru,Car,Part-time,4.14,Y
DP06875,Vikas F,Chennai,Scooter,Full-time,4.05,Y
DP09844,Deepak C,Kolkata,Scooter,Full-time,4.52,Y
DP09710,Kiran H,Bengaluru,Scooter,Full-time,4.56,Y
DP14481,Manoj K,Mumbai,Bike,Part-time,4.1,Y
DP11360,Deepak R,Bengaluru,Scooter,Contract,4.21,Y
DP02381,Meena C,Chennai,Scooter,Full-time,4.49,Y
DP10590,Ravi C,Delhi,Scooter,Full-time,3.7,N
DP04449,Santosh Y,Kolkata,Scooter,Full-time,3.91,Y
DP12740,Vikas G,Pune,Scooter,Full-time,4.01,Y
DP00013,Neha G,Delhi,Scooter,Full-time,4.42,Y
DP00744,Deepak V,Mumbai,Cycle,Part-time,4.23,Y
DP01663,Sneha Q,Bengaluru,Scooter,Full-time,4.42,Y
DP01645,Rakesh K,Bengaluru,Bike,Contract,4.44,N
DP06423,Manoj R,Bengaluru,Bike,Part-time,4.57,Y
DP04704,Manoj W,Hyderabad,Bike,Full-time,3.95,Y
DP05607,Sneha A,Bengaluru,Bike,Part-time,4.13,Y
DP08907,Neha H,Mumbai,Bike,Full-time,3.92,Y
DP10346,Pooja X,Bengaluru,Cycle,Full-time,4.2,Y
DP07962,Arjun K,Delhi,Scooter,Contract,4.23,Y
DP00805,Priya N,Pune,Car,Full-time,3.83,N
DP07170,Santosh O,Mumbai,Car,Full-time,4.42,Y
DP14200,Neha T,Mumbai,Scooter,Full-time,4.14,Y
DP00484,Divya C,Delhi,Bike,Full-time,4.11,Y
DP00296,Pooja E,Chennai,Bike,Full-time,4.15,Y
DP00224,Rahul T,Bengaluru,Scooter,Full-time,4.26,Y
DP13692,Nikhil A,Mumbai,Bike,Full-time,3.6,N
DP10500,Rahul F,Delhi,Bike,Full-time,4.64,Y
DP07610,Suresh Z,Bengaluru,Cycle,Contract,4.08,Y
DP09083,Nikhil F,Bengaluru,Scooter,Contract,4.23,Y
DP08138,Deepak T,Delhi,Cycle,Full-time,4.37,N
DP06161,Arjun A,Pune,Scooter,Part-time,4.42,Y
DP08515,Divya F,Bengaluru,Bike,Part-time,4.09,Y
DP11156,Divya Z,Pune,Cycle,Full-time,4.34,Y
DP00177,Vikas O,Mumbai,Scooter,Full-time,3.93,Y
DP13272,Deepak M,Pune,Scooter,Part-time,4.42,Y
DP01403,Manoj Z,Chennai,Scooter,Full-time,4.58,Y
DP02109,Rahul O,Delhi,Scooter,Full-time,3.5,Y
DP09234,Ananya I,Delhi,Cycle,Part-time,4.03,Y
DP04885,Ananya W,Bengaluru,Bike,Contract,4.36,Y
DP05957,Shreya J,Bengaluru,Scooter,Part-time,3.89,Y
DP11978,Arjun F,Kolkata,Scooter,Full-time,4.41,Y
DP05140,Rakesh C,Pune,Bike,Part-time,4.49,Y
DP07632,Rakesh D,Delhi,Bike,Contract,4.31,Y
DP03072,Sneha S,Bengaluru,Scooter,Contract,3.92,Y
DP11343,Arjun C,Kolkata,Bike,Contract,4.39,Y
DP01156,Pooja V,Ahmedabad,Bike,Full-time,3.94,Y
DP07243,Santosh D,Kolkata,Bike,Contract,4.73,Y
DP08692,Kiran G,Chennai,Cycle,Full-time,4.44,Y
DP04798,Divya C,Bengaluru,Cycle,Contract,4.23,Y
DP07046,Ravi I,Pune,Scooter,Full-time,4.36,Y
DP10060,Suresh T,Bengaluru,Car,Full-time,4.06,N
DP05970,Manoj Z,Bengaluru,Scooter,Full-time,4.85,Y
DP12882,Ananya L,Ahmedabad,Cycle,Full-time,4.09,Y
DP13142,Kiran Y,Pune,Bike,Part-time,4.44,Y
DP10005,Priya C,Hyderabad,Bike,Full-time,4.42,Y
DP08425,Manoj Z,Ahmedabad,Bike,Full-time,4.57,Y
DP06183,Santosh Q,Kolkata,Cycle,Full-time,4.08,Y
DP02177,Pooja G,Chennai,Scooter,Full-time,4.25,Y
DP14505,Rahul R,Bengaluru,Scooter,Full-time,4.31,Y
DP09256,Rahul K,Chennai,Bike,Part-time,4.1,Y
DP01377,Sneha W,Ahmedabad,Bike,Part-time,4.63,Y
DP03829,Neha H,Mumbai,Scooter,Full-time,4.7,Y
DP09243,Pooja M,Kolkata,Scooter,Contract,3.92,Y
DP08180,Nikhil B,Bengaluru,Bike,Full-time,3.92,Y
DP11575,Ravi D,Pune,Cycle,Contract,4.11,Y
DP13276,Pooja R,Bengaluru,Cycle,Part-time,3.73,Y
DP01786,Divya O,Ahmedabad,Bike,Part-time,4.28,Y
DP12564,Kiran Y,Bengaluru,Cycle,Full-time,3.84,Y
DP14623,Vikas P,Pune,Scooter,Part-time,4.33,Y
DP12047,Amit W,Delhi,Cycle,Part-time,4.47,Y
DP00481,Pooja C,Mumbai,Bike,Contract,4.25,Y
DP01360,Priya C,Bengaluru,Bike,Part-time,3.95,Y
DP11470,Ravi J,Bengaluru,Scooter,Part-time,4.21,Y
DP06064,Vikas L,Bengaluru,Cycle,Contract,3.96,Y
DP01668,Divya Y,Hyderabad,Cycle,Full-time,4.71,Y
DP13801,Sneha Z,Delhi,Bike,Full-time,3.79,N
DP14065,Suresh F,Mumbai,Bike,Full-time,4.37,Y
DP11377,Nikhil M,Hyderabad,Scooter,Contract,3.54,Y
DP07758,Divya H,Delhi,Cycle,Part-time,4.25,N
DP13458,Ravi X,Ahmedabad,Car,Full-time,4.46,Y
DP08086,Santosh B,Chennai,Bike,Full-time,4.07,Y
DP03372,Amit G,Delhi,Scooter,Full-time,4.1,Y
DP02883,Suresh B,Kolkata,Bike,Contract,3.73,Y
DP10541,Nikhil A,Pune,Bike,Contract,4.06,Y
DP09641,Pooja D,Delhi,Scooter,Full-time,4.01,Y
DP08039,Meena I,Chennai,Cycle,Full-time,4.15,Y
DP14001,Suresh I,Bengaluru,Bike,Full-time,4.34,Y
DP11661,Arjun D,Chennai,Bike,Full-time,4.49,Y
DP08474,Kiran M,Mumbai,Scooter,Full-time,3.82,Y
DP11843,Rakesh Y,Mumbai,Bike,Part-time,4.59,Y
DP00994,Sneha A,Delhi,Scooter,Contract,4.29,Y
DP10589,Shreya V,Delhi,Cycle,Part-time,4.07,Y
DP14935,Amit M,Bengaluru,Scooter,Full-time,4.18,Y
DP10665,Rakesh M,Bengaluru,Bike,Full-time,4.52,Y
DP14497,Priya M,Pune,Scooter,Full-time,4.49,N
DP01789,Neha H,Delhi,Bike,Full-time,4.41,Y
DP12924,Ravi N,Chennai,Scooter,Full-time,4.1,Y
DP13550,Santosh K,Mumbai,Scooter,Full-time,3.98,N
DP01790,Rahul D,Ahmedabad,Scooter,Part-time,4.12,N
DP00238,Suresh J,Pune,Scooter,Full-time,4.18,Y
DP02207,Kiran H,Bengaluru,Scooter,Contract,4.45,N
DP04163,Neha G,Pune,Bike,Part-time,4.24,Y
DP01907,Manoj N,Pune,Scooter,Contract,4.04,Y
DP00131,Priya D,Hyderabad,Scooter,Full-time,4.21,Y
DP09804,Divya H,Bengaluru,Cycle,Contract,4.36,Y
DP12968,Neha I,Delhi,Car,Contract,4.04,Y
DP05082,Rahul G,Pune,Cycle,Part-time,3.67,Y
DP05496,Ananya T,Bengaluru,Car,Full-time,4.44,Y
DP10728,Vikas B,Bengaluru,Cycle,Full-time,4.18,Y
DP13834,Rakesh O,Ahmedabad,Bike,Part-time,4.04,Y
DP04914,Nikhil H,Delhi,Bike,Contract,4.25,Y
DP07996,Deepak R,Chennai,Scooter,Part-time,4.07,Y
DP12153,Arjun T,Chennai,Scooter,Part-time,4.28,Y
DP03509,Vikas G,Hyderabad,Scooter,Part-time,4.13,Y
DP09599,Deepak Q,Pune,Scooter,Part-time,4.38,Y
DP05204,Rahul Q,Bengaluru,Cycle,Full-time,4.23,Y
DP00253,Nikhil Y,Bengaluru,Bike,Full-time,4.04,Y
DP06770,Arjun L,Kolkata,Bike,Full-time,4.45,Y
DP00894,Neha M,Chennai,Bike,Part-time,3.71,Y
DP01251,Arjun L,Chennai,Scooter,Part-time,4.13,Y
DP02384,Kiran T,Mumbai,Scooter,Part-time,4.23,Y
DP05070,Suresh J,Delhi,Bike,Part-time,4.44,Y
DP03626,Priya O,Hyderabad,Scooter,Full-time,4.32,Y
DP04667,Suresh I,Bengaluru,Scooter,Full-time,4.03,N
DP02946,Suresh X,Mumbai,Scooter,Part-time,4.73,Y
DP00553,Neha W,Pune,Scooter,Part-time,4.39,Y
DP09562,Divya Y,Bengaluru,Scooter,Part-time,4.29,Y
DP11600,Neha I,Kolkata,Bike,Full-time,4.23,Y
DP14596,Suresh L,Kolkata,Scooter,Full-time,4.17,Y
DP11738,Neha A,Ahmedabad,Cycle,Full-time,4.07,Y
DP02872,Kiran I,Chennai,Scooter,Full-time,4.07,Y
DP02086,Vikas S,Pune,Bike,Part-time,4.14,Y
DP03243,Priya W,Ahmedabad,Cycle,Part-time,4.59,Y
DP08192,Nikhil F,Delhi,Cycle,Full-time,4.01,Y
DP06825,Nikhil M,Bengaluru,Bike,Part-time,4.19,Y
DP10211,Vikas R,Ahmedabad,Scooter,Part-time,4.01,N
DP12288,Kiran Z,Bengaluru,Bike,Contract,4.06,Y
DP12873,Santosh F,Kolkata,Bike,Part-time,4.43,Y
DP04720,Kiran K,Kolkata,Car,Full-time,4.03,Y
DP06869,Rakesh D,Mumbai,Scooter,Part-time,4.13,N
DP10872,Priya Q,Pune,Bike,Part-time,4.19,Y
DP06982,Ananya L,Delhi,Cycle,Part-time,4.11,Y
DP01177,Vikas C,Ahmedabad,Cycle,Part-time,4.09,Y
DP13310,Priya T,Bengaluru,Car,Full-time,4.41,N
DP10486,Nikhil Q,Chennai,Bike,Full-time,4.19,Y
DP13661,Deepak C,Chennai,Cycle,Contract,4.12,Y
DP05183,Sneha B,Ahmedabad,Bike,Full-time,4.05,Y
DP01679,Amit Z,Mumbai,Bike,Full-time,4.56,Y
DP08801,Pooja K,Kolkata,Scooter,Part-time,4.18,Y
DP07652,Kiran H,Delhi,Scooter,Full-time,3.98,Y
DP07849,Ravi F,Bengaluru,Bike,Part-time,3.89,Y
DP10712,Neha R,Hyderabad,Bike,Part-time,4.03,N
DP09809,Arjun H,Delhi,Scooter,Full-time,4.53,N
DP09280,Neha R,Delhi,Scooter,Full-time,4.14,Y
DP14686,Amit M,Ahmedabad,Bike,Part-time,4.47,N
DP02930,Rahul S,Delhi,Scooter,Contract,4.06,Y
DP06192,Ravi B,Mumbai,Scooter,Full-time,4.63,Y
DP10156,Rakesh M,Bengaluru,Scooter,Full-time,4.06,Y
DP06634,Arjun F,Hyderabad,Bike,Part-time,4.79,Y
DP09093,Ananya X,Mumbai,Cycle,Full-time,4.84,Y
DP03281,Santosh S,Hyderabad,Cycle,Full-time,4.0,Y
DP14783,Santosh M,Mumbai,Scooter,Full-time,3.99,Y
DP13286,Ravi Q,Mumbai,Scooter,Full-time,4.11,Y
DP08460,Vikas S,Bengaluru,Bike,Contract,3.86,Y
DP08627,Divya Y,Chennai,Bike,Part-time,4.62,Y
DP10112,Pooja Q,Ahmedabad,Scooter,Part-time,4.18,Y
DP08490,Vikas R,Bengaluru,Cycle,Part-time,4.19,Y
