,DELIVERY_PARTNER_ID,partner_name,city,vehicle_type,employment_type,avg_rating,is_active
13642,DP13643,Rakesh D,Mumbai,Car,Full-time,4.61,Y
13643,DP13644,Ananya W,Pune,Cycle,Contract,4.24,Y
13644,DP13645,Shreya O,Hyderabad,Car,Full-time,4.75,Y
13645,DP13646,Suresh H,Bengaluru,Bike,Part-time,4.09,Y
13646,DP13647,Divya Q,Chennai,Bike,Full-time,4.68,N
13647,DP13648,Manoj U,Delhi,Cycle,Full-time,4.03,Y
13648,DP13649,Kiran H,Ahmedabad,Bike,Full-time,4.35,Y
13649,DP13650,Arjun H,Hyderabad,Scooter,Contract,3.9,Y
13650,DP13651,Amit C,Kolkata,Bike,Part-time,3.81,Y
13651,DP13652,Suresh T,Mumbai,Cycle,Part-time,4.12,Y
13652,DP13653,Rahul G,Delhi,Bike,Part-time,3.88,N
13653,DP13654,Arjun P,Mumbai,Car,Full-time,4.55,Y
13654,DP13655,Divya A,Bengaluru,Scooter,Full-time,4.64,Y
13655,DP13656,Arjun X,Bengaluru,Scooter,Full-time,4.77,Y
13656,DP13657,Vikas C,Bengaluru,Scooter,Contract,3.97,Y
13657,DP13658,Amit H,Mumbai,Scooter,Full-time,4.57,Y
13658,DP13659,Priya B,Pune,Bike,Full-time,4.35,Y
13659,DP13660,Nikhil Q,Bengaluru,Scooter,Full-time,4.48,Y
13660,DP13661,Deepak C,Chennai,Cycle,Contract,4.12,Y
13661,DP13662,Santosh O,Kolkata,Scooter,Contract,4.72,Y
13662,DP13663,Sneha N,Delhi,Scooter,Part-time,4.28,Y
13663,DP13664,Pooja L,Mumbai,Cycle,Contract,4.68,Y
13664,DP13665,Amit M,Kolkata,Scooter,Full-time,4.15,Y
13665,DP13666,Suresh N,Delhi,Scooter,Part-time,3.89,Y
13666,DP13667,Shreya N,Pune,Bike,Contract,3.88,Y
13667,DP13668,Vikas R,Pune,Bike,Full-time,3.77,Y
13668,DP13669,Sneha F,Bengaluru,Bike,Full-time,4.71,Y
13669,DP13670,Santosh M,Ahmedabad,Scooter,Part-time,4.68,Y
13670,DP13671,Priya R,Mumbai,Bike,Full-time,3.89,N
13671,DP13672,Shreya D,Mumbai,Scooter,Full-time,4.75,Y
13672,DP13673,Kiran M,Hyderabad,Cycle,Part-time,3.62,Y
13673,DP13674,Nikhil M,Hyderabad,Scooter,Part-time,4.68,Y
13674,DP13675,Meena O,Chennai,Cycle,Full-time,4.3,Y
13675,DP13676,Amit J,Kolkata,Bike,Full-time,4.11,N
13676,DP13677,Vikas G,Chennai,Car,Contract,4.75,Y
13677,DP13678,Arjun T,Mumbai,Scooter,Contract,4.14,Y
13678,DP13679,Divya J,Ahmedabad,Bike,Part-time,4.25,Y
13679,DP13680,Ananya Q,Delhi,Scooter,Full-time,4.09,Y
13680,DP13681,Nikhil P,Delhi,Scooter,Contract,4.13,N
13681,DP13682,Arjun J,Hyderabad,Scooter,Contract,4.41,Y
13682,DP13683,Vikas P,Chennai,Scooter,Full-time,4.03,Y
13683,DP13684,Vikas D,Pune,Bike,Full-time,4.03,Y
13684,DP13685,Ravi B,Bengaluru,Scooter,Contract,4.1,Y
13685,DP13686,Amit A,Bengaluru,Scooter,Part-time,4.35,Y
13686,DP13687,Suresh H,Pune,Bike,Contract,4.56,N
13687,DP13688,Santosh K,Chennai,Bike,Full-time,4.29,Y
13688,DP13689,Santosh N,Bengaluru,Car,Part-time,4.17,Y
13689,DP13690,Pooja W,Bengaluru,Scooter,Full-time,4.17,Y
13690,DP13691,Neha Q,Mumbai,Bike,Full-time,4.1,Y
13691,DP13692,Nikhil A,Mumbai,Bike,Full-time,3.6,N
13692,DP13693,Priya I,Ahmedabad,Bike,Contract,4.11,Y
13693,DP13694,Arjun G,Ahmedabad,Bike,Full-time,4.22,Y
13694,DP13695,Rahul M,Bengaluru,Scooter,Part-time,4.06,Y
13695,DP13696,Shreya O,Bengaluru,Bike,Part-time,4.35,N
13696,DP13697,Vikas L,Bengaluru,Bike,Contract,3.97,Y
13697,DP13698,Santosh J,Mumbai,Scooter,Contract,4.08,N
13698,DP13699,Ravi Y,Hyderabad,Cycle,Full-time,4.04,N
13699,DP13700,Deepak B,Bengaluru,Scooter,Contract,4.35,N
13700,DP13701,Neha Z,Kolkata,Scooter,Contract,4.33,N
13701,DP13702,Ananya E,Pune,Bike,Contract,4.28,N
13702,DP13703,Santosh V,Bengaluru,Cycle,Full-time,4.04,Y
13703,DP13704,Shreya E,Ahmedabad,Bike,Full-time,4.03,Y
13704,DP13705,Amit A,Delhi,Scooter,Full-time,4.05,Y
13705,DP13706,Suresh T,Bengaluru,Bike,Full-time,4.47,N
13706,DP13707,Rakesh Y,Delhi,Car,Full-time,4.21,Y
13707,DP13708,Divya G,Mumbai,Bike,Full-time,4.66,Y
13708,DP13709,Amit Z,Bengaluru,Bike,Full-time,4.47,Y
13709,DP13710,Sneha M,Chennai,Bike,Part-time,4.59,Y
13710,DP13711,Ananya C,Bengaluru,Bike,Full-time,4.4,Y
13711,DP13712,Vikas C,Mumbai,Bike,Contract,4.48,Y
13712,DP13713,Shreya K,Mumbai,Bike,Full-time,3.89,Y
13713,DP13714,Ravi M,Ahmedabad,Cycle,Full-time,4.23,Y
13714,DP13715,Rahul S,Bengaluru,Bike,Part-time,4.16,Y
13715,DP13716,Ravi U,Ahmedabad,Bike,Part-time,3.69,Y
13716,DP13717,Ananya C,Bengaluru,Bike,Full-time,4.25,Y
13717,DP13718,Ananya C,Bengaluru,Bike,Full-time,4.37,Y
13718,DP13719,Vikas A,Bengaluru,Bike,Full-time,3.96,N
13719,DP13720,Neha V,Bengaluru,Cycle,Part-time,4.28,Y
13720,DP13721,Kiran M,Bengaluru,Bike,Contract,4.19,Y
13721,DP13722,Vikas J,Bengaluru,Bike,Full-time,3.87,Y
13722,DP13723,Suresh U,Bengaluru,Scooter,Full-time,4.63,Y
13723,DP13724,Deepak S,Mumbai,Cycle,Full-time,4.78,Y
13724,DP13725,Amit J,Mumbai,Bike,Contract,4.04,Y
13725,DP13726,Kiran Q,Hyderabad,Scooter,Full-time,4.61,Y
13726,DP13727,Meena C,Delhi,Cycle,Full-time,4.23,Y
13727,DP13728,Manoj B,Kolkata,Scooter,Contract,3.71,Y
13728,DP13729,Ravi N,Mumbai,Cycle,Part-time,4.54,Y
13729,DP13730,Vikas Y,Bengaluru,Bike,Contract,4.41,Y
13730,DP13731,Kiran O,Bengaluru,Scooter,Contract,3.95,Y
13731,DP13732,Santosh K,Hyderabad,Bike,Full-time,4.44,Y
13732,DP13733,Manoj C,Pune,Scooter,Part-time,4.16,Y
13733,DP13734,Rakesh F,Pune,Scooter,Contract,4.65,Y
13734,DP13735,Rahul L,Kolkata,Scooter,Part-time,4.82,Y
13735,DP13736,Rahul J,Mumbai,Cycle,Full-time,4.57,Y
13736,DP13737,Ravi J,Mumbai,Scooter,Part-time,4.05,Y
13737,DP13738,Pooja B,Mumbai,Scooter,Full-time,4.56,Y
13738,DP13739,Deepak U,Mumbai,Cycle,Full-time,4.02,Y
13739,DP13740,Manoj Y,Mumbai,Scooter,Part-time,4.24,Y
13740,DP13741,Shreya D,Bengaluru,Cycle,Contract,4.37,N
13741,DP13742,Santosh F,Mumbai,Scooter,Full-time,4.11,N
13742,DP13743,Neha S,Mumbai,Scooter,Full-time,3.95,Y
13743,DP13744,Suresh A,Ahmedabad,Bike,Part-time,4.46,Y
13744,DP13745,Rakesh T,Delhi,Bike,Part-time,4.26,Y
13745,DP13746,Manoj N,Hyderabad,Cycle,Full-time,3.46,Y
13746,DP13747,Ananya K,Bengaluru,Bike,Part-time,4.32,N
13747,DP13748,Pooja D,Mumbai,Bike,Part-time,4.48,Y
13748,DP13749,Kiran J,Hyderabad,Scooter,Full-time,4.5,Y
13749,DP13750,Deepak E,Hyderabad,Car,Part-time,3.84,Y
13750,DP13751,Ananya T,Chennai,Scooter,Full-time,4.23,Y
13751,DP13752,Pooja E,Bengaluru,Scooter,Contract,4.91,Y
13752,DP13753,Ravi T,Bengaluru,Scooter,Full-time,4.13,Y
13753,DP13754,Meena N,Bengaluru,Bike,Full-time,4.02,Y
13754,DP13755,Amit O,Bengaluru,Scooter,Full-time,4.79,Y
13755,DP13756,Shreya P,Chennai,Scooter,Full-time,4.26,Y
13756,DP13757,Rahul J,Chennai,Bike,Full-time,4.45,Y
13757,DP13758,Suresh F,Pune,Bike,Part-time,5.0,Y
13758,DP13759,Manoj V,Mumbai,Cycle,Full-time,4.6,Y
13759,DP13760,Arjun S,Kolkata,Scooter,Full-time,4.39,Y
13760,DP13761,Shreya R,Chennai,Cycle,Contract,4.49,Y
13761,DP13762,Amit B,Chennai,Bike,Contract,4.32,Y
13762,DP13763,Vikas F,Bengaluru,Cycle,Contract,4.08,Y
13763,DP13764,Sneha C,Hyderabad,Bike,Part-time,3.98,Y
13764,DP13765,Priya B,Ahmedabad,Bike,Full-time,4.28,Y
13765,DP13766,Priya G,Delhi,Bike,Part-time,4.36,Y
13766,DP13767,Shreya E,Mumbai,Scooter,Part-time,3.8,Y
13767,DP13768,Rahul Q,Mumbai,Scooter,Part-time,4.08,Y
13768,DP13769,Rakesh D,Delhi,Bike,Part-time,4.15,Y
13769,DP13770,Suresh E,Mumbai,Cycle,Part-time,3.76,N
13770,DP13771,Rahul S,Kolkata,Bike,Full-time,4.08,Y
13771,DP13772,Ravi J,Chennai,Cycle,Full-time,4.32,Y
13772,DP13773,Manoj J,Delhi,Scooter,Full-time,4.57,Y
13773,DP13774,Pooja F,Hyderabad,Cycle,Full-time,3.88,Y
13774,DP13775,Manoj M,Pune,Cycle,Contract,4.07,Y
13775,DP13776,Pooja M,Bengaluru,Scooter,Full-time,3.98,Y
13776,DP13777,Amit B,Mumbai,Bike,Full-time,4.41,N
13777,DP13778,Nikhil J,Pune,Scooter,Full-time,4.3,Y
13778,DP13779,Santosh J,Hyderabad,Bike,Part-time,4.12,Y
13779,DP13780,Ananya W,Bengaluru,Scooter,Part-time,4.2,Y
13780,DP13781,Ravi L,Bengaluru,Bike,Full-time,3.84,Y
13781,DP13782,Pooja P,Bengaluru,Scooter,Full-time,4.45,Y
13782,DP13783,Deepak E,Mumbai,Scooter,Full-time,4.0,Y
13783,DP13784,Rahul Q,Chennai,Scooter,Contract,4.24,Y
13784,DP13785,Manoj C,Mumbai,Cycle,Contract,3.8,Y
13785,DP13786,Ananya A,Bengaluru,Scooter,Part-time,4.06,Y
13786,DP13787,Kiran S,Mumbai,Bike,Full-time,4.35,Y
13787,DP13788,Vikas X,Mumbai,Scooter,Part-time,4.02,Y
13788,DP13789,Nikhil J,Bengaluru,Cycle,Full-time,4.39,Y
13789,DP13790,Ananya Q,Delhi,Scooter,Full-time,4.3,Y
13790,DP13791,Ananya V,Bengaluru,Scooter,Contract,3.79,Y
13791,DP13792,Suresh J,Mumbai,Cycle,Contract,3.99,Y
13792,DP13793,Sneha O,Bengaluru,Bike,Contract,4.38,Y
13793,DP13794,Divya L,Kolkata,Bike,Full-time,4.24,Y
13794,DP13795,Vikas D,Hyderabad,Scooter,Part-time,4.66,Y
13795,DP13796,Neha I,Chennai,Bike,Contract,4.0,Y
13796,DP13797,Vikas H,Delhi,Cycle,Full-time,4.51,Y
13797,DP13798,Sneha S,Delhi,Scooter,Full-time,4.19,Y
13798,DP13799,Amit B,Bengaluru,Scooter,Full-time,3.81,Y
13799,DP13800,Arjun G,Kolkata,Bike,Part-time,3.86,Y
13800,DP13801,Sneha Z,Delhi,Bike,Full-time,3.79,N
13801,DP13802,Suresh W,Kolkata,Bike,Part-time,4.19,Y
13802,DP13803,Meena O,Kolkata,Cycle,Part-time,4.18,N
13803,DP13804,Ananya Y,Mumbai,Scooter,Full-time,4.04,Y
13804,DP13805,Nikhil G,Kolkata,Bike,Part-time,4.41,Y
13805,DP13806,Ananya K,Delhi,Scooter,Contract,4.06,Y
13806,DP13807,Divya G,Kolkata,Bike,Full-time,4.42,Y
13807,DP13808,Amit K,Delhi,Scooter,Contract,3.6,Y
13808,DP13809,Manoj U,Delhi,Bike,Full-time,4.15,Y
13809,DP13810,Sneha Z,Ahmedabad,Bike,Full-time,3.94,Y
13810,DP13811,Manoj I,Hyderabad,Scooter,Full-time,4.06,Y
13811,DP13812,Shreya H,Hyderabad,Bike,Part-time,4.03,Y
13812,DP13813,Rahul N,Chennai,Bike,Part-time,3.98,Y
13813,DP13814,Sneha N,Mumbai,Scooter,Part-time,3.97,Y
13814,DP13815,Neha U,Bengaluru,Bike,Full-time,4.32,Y
13815,DP13816,Amit N,Bengaluru,Bike,Contract,4.17,Y
13816,DP13817,Kiran S,Bengaluru,Bike,Contract,3.85,Y
13817,DP13818,Ravi B,Bengaluru,Scooter,Full-time,4.2,Y
13818,DP13819,Neha N,Chennai,Bike,Full-time,4.25,Y
13819,DP13820,Santosh Y,Pune,Cycle,Part-time,4.23,Y
13820,DP13821,Ravi U,Kolkata,Bike,Full-time,4.18,Y
13821,DP13822,Kiran G,Chennai,Scooter,Full-time,3.93,N
13822,DP13823,Rahul J,Bengaluru,Bike,Part-time,4.27,Y
13823,DP13824,Ravi H,Bengaluru,Car,Contract,4.24,Y
13824,DP13825,Kiran M,Hyderabad,Scooter,Part-time,4.1,Y
13825,DP13826,Santosh I,Chennai,Car,Full-time,4.13,Y
13826,DP13827,Meena N,Bengaluru,Cycle,Part-time,3.8,Y
13827,DP13828,Nikhil F,Hyderabad,Bike,Full-time,4.23,Y
13828,DP13829,Suresh K,Ahmedabad,Bike,Part-time,3.68,Y
13829,DP13830,Santosh U,Mumbai,Bike,Full-time,4.43,Y
13830,DP13831,Amit P,Bengaluru,Scooter,Full-time,4.03,Y
13831,DP13832,Deepak H,Mumbai,Scooter,Contract,4.19,Y
13832,DP13833,Suresh A,Bengaluru,Bike,Contract,4.47,Y
13833,DP13834,Rakesh O,Ahmedabad,Bike,Part-time,4.04,Y
13834,DP13835,Shreya N,Kolkata,Scooter,Contract,3.87,Y
13835,DP13836,Kiran G,Pune,Scooter,Full-time,4.68,Y
13836,DP13837,Pooja T,Delhi,Bike,Contract,4.11,Y
13837,DP13838,Manoj H,Mumbai,Scooter,Contract,4.29,Y
13838,DP13839,Pooja L,Mumbai,Scooter,Part-time,4.1,Y
13839,DP13840,Meena G,Pune,Bike,Part-time,4.64,Y
13840,DP13841,Vikas V,Ahmedabad,Scooter,Contract,4.34,Y
13841,DP13842,Amit B,Ahmedabad,Bike,Part-time,3.89,Y
13842,DP13843,Rakesh D,Bengaluru,Scooter,Part-time,3.88,Y
13843,DP13844,Arjun X,Mumbai,Scooter,Full-time,3.75,Y
13844,DP13845,Nikhil S,Bengaluru,Bike,Part-time,4.95,Y
13845,DP13846,Divya R,Delhi,Cycle,Full-time,4.05,Y
13846,DP13847,Priya G,Mumbai,Cycle,Full-time,3.97,Y
13847,DP13848,Deepak C,Bengaluru,Scooter,Full-time,4.16,Y
13848,DP13849,Sneha Z,Delhi,Bike,Full-time,4.46,Y
13849,DP13850,Priya C,Chennai,Bike,Part-time,3.98,Y
13850,DP13851,Rakesh L,Chennai,Cycle,Full-time,3.99,Y
13851,DP13852,Meena S,Kolkata,Bike,Contract,4.7,Y
13852,DP13853,Pooja D,Hyderabad,Bike,Full-time,4.25,Y
13853,DP13854,Neha N,Hyderabad,Bike,Contract,4.59,Y
13854,DP13855,Pooja M,Bengaluru,Bike,Full-time,4.14,Y
13855,DP13856,Suresh V,Pune,Bike,Part-time,4.28,Y
13856,DP13857,Rahul S,Hyderabad,Cycle,Full-time,4.09,Y
13857,DP13858,Neha T,Delhi,Bike,Part-time,4.57,Y
13858,DP13859,Amit B,Delhi,Cycle,Part-time,4.07,N
13859,DP13860,Manoj F,Chennai,Cycle,Part-time,4.4,Y
13860,DP13861,Kiran C,Pune,Scooter,Part-time,3.84,Y
13861,DP13862,Suresh W,Pune,Bike,Full-time,3.51,Y
13862,DP13863,Suresh D,Mumbai,Bike,Full-time,3.87,Y
13863,DP13864,Rakesh S,Ahmedabad,Scooter,Full-time,4.39,N
13864,DP13865,Neha L,Kolkata,Bike,Full-time,4.01,Y
13865,DP13866,Suresh I,Chennai,Scooter,Contract,4.07,N
13866,DP13867,Meena F,Chennai,Bike,Contract,4.65,Y
13867,DP13868,Rakesh I,Mumbai,Bike,Full-time,4.25,Y
13868,DP13869,Nikhil W,Bengaluru,Cycle,Part-time,4.11,Y
13869,DP13870,Ravi S,Ahmedabad,Scooter,Full-time,4.01,Y
13870,DP13871,Meena V,Mumbai,Scooter,Part-time,4.04,Y
13871,DP13872,Santosh Q,Bengaluru,Scooter,Full-time,4.01,Y
13872,DP13873,Divya A,Delhi,Scooter,Part-time,4.26,Y
13873,DP13874,Ananya H,Delhi,Bike,Full-time,4.66,Y
13874,DP13875,Ananya Z,Ahmedabad,Cycle,Part-time,3.72,Y
13875,DP13876,Divya C,Chennai,Scooter,Full-time,3.43,Y
13876,DP13877,Shreya R,Kolkata,Scooter,Full-time,3.96,Y
13877,DP13878,Nikhil H,Bengaluru,Car,Full-time,3.8,Y
13878,DP13879,Ravi G,Pune,Scooter,Full-time,3.66,Y
13879,DP13880,Divya Z,Kolkata,Bike,Full-time,4.29,Y
13880,DP13881,Kiran Z,Kolkata,Scooter,Part-time,4.67,N
13881,DP13882,Kiran Q,Pune,Scooter,Contract,3.94,Y
13882,DP13883,Sneha U,Kolkata,Car,Full-time,4.94,N
13883,DP13884,Rakesh B,Kolkata,Bike,Full-time,4.08,Y
13884,DP13885,Rahul S,Delhi,Cycle,Contract,4.09,N
13885,DP13886,Ravi G,Bengaluru,Scooter,Part-time,4.08,Y
13886,DP13887,Manoj R,Chennai,Bike,Full-time,4.12,Y
13887,DP13888,Divya C,Bengaluru,Bike,Contract,4.44,Y
13888,DP13889,Pooja U,Kolkata,Bike,Part-time,4.15,Y
13889,DP13890,Kiran U,Bengaluru,Bike,Full-time,4.78,N
13890,DP13891,Shreya U,Delhi,Car,Full-time,4.0,Y
13891,DP13892,Deepak K,Hyderabad,Bike,Full-time,4.26,Y
13892,DP13893,Deepak N,Mumbai,Bike,Part-time,3.89,Y
13893,DP13894,Manoj Z,Delhi,Bike,Part-time,4.81,Y
13894,DP13895,Rahul B,Ahmedabad,Bike,Part-time,4.35,Y
13895,DP13896,Deepak U,Kolkata,Bike,Full-time,4.2,Y
13896,DP13897,Rakesh G,Pune,Bike,Part-time,4.3,Y
13897,DP13898,Vikas W,Mumbai,Scooter,Full-time,4.17,Y
13898,DP13899,Deepak M,Mumbai,Cycle,Contract,4.09,Y
13899,DP13900,Santosh X,Kolkata,Scooter,Part-time,4.45,N
13900,DP13901,Rahul W,Kolkata,Car,Contract,5.0,Y
13901,DP13902,Divya D,Kolkata,Car,Full-time,3.63,Y
13902,DP13903,Deepak K,Ahmedabad,Bike,Full-time,4.52,Y
13903,DP13904,Meena X,Chennai,Cycle,Full-time,4.49,Y
13904,DP13905,Neha D,Delhi,Scooter,Full-time,3.83,Y
13905,DP13906,Rakesh I,Bengaluru,Scooter,Full-time,4.66,N
13906,DP13907,Kiran B,Chennai,Bike,Full-time,4.5,Y
13907,DP13908,Priya E,Delhi,Scooter,Full-time,4.68,N
13908,DP13909,Suresh U,Mumbai,Scooter,Full-time,4.31,Y
13909,DP13910,Ravi N,Bengaluru,Cycle,Part-time,4.14,Y
13910,DP13911,Divya W,Hyderabad,Scooter,Full-time,4.56,Y
13911,DP13912,Nikhil Q,Bengaluru,Bike,Part-time,4.29,Y
13912,DP13913,Ravi E,Delhi,Scooter,Contract,3.74,Y
13913,DP13914,Kiran C,Bengaluru,Scooter,Contract,4.64,Y
13914,DP13915,Meena L,Hyderabad,Scooter,Part-time,4.59,Y
13915,DP13916,Amit C,Bengaluru,Car,Contract,3.8,Y
13916,DP13917,Suresh R,Delhi,Bike,Full-time,3.95,Y
13917,DP13918,Manoj D,Hyderabad,Scooter,Part-time,3.85,N
13918,DP13919,Vikas Z,Mumbai,Scooter,Part-time,4.1,Y
13919,DP13920,Vikas P,Mumbai,Cycle,Part-time,4.07,Y
13920,DP13921,Nikhil I,Hyderabad,Scooter,Contract,4.04,Y
13921,DP13922,Vikas R,Chennai,Bike,Contract,4.31,Y
13922,DP13923,Vikas E,Bengaluru,Scooter,Full-time,4.12,Y
13923,DP13924,Deepak S,Delhi,Cycle,Full-time,4.37,Y
13924,DP13925,Santosh Q,Bengaluru,Bike,Full-time,4.11,Y
13925,DP13926,Pooja K,Chennai,Scooter,Part-time,4.15,Y
13926,DP13927,Ananya C,Bengaluru,Cycle,Full-time,4.28,Y
13927,DP13928,Manoj Y,Mumbai,Scooter,Full-time,4.44,Y
13928,DP13929,Rakesh U,Mumbai,Cycle,Contract,4.43,N
13929,DP13930,Amit X,Mumbai,Scooter,Full-time,4.48,N
13930,DP13931,Kiran V,Kolkata,Bike,Contract,4.1,Y
13931,DP13932,Meena C,Delhi,Bike,Contract,4.3,Y
13932,DP13933,Santosh G,Bengaluru,Cycle,Full-time,4.7,Y
13933,DP13934,Pooja R,Bengaluru,Bike,Full-time,5.0,Y
13934,DP13935,Priya D,Kolkata,Scooter,Part-time,3.98,Y
13935,DP13936,Rahul K,Chennai,Cycle,Full-time,4.48,Y
13936,DP13937,Shreya S,Bengaluru,Bike,Part-time,4.31,Y
13937,DP13938,Divya W,Delhi,Bike,Part-time,3.62,N
13938,DP13939,Santosh H,Delhi,Scooter,Part-time,4.06,Y
13939,DP13940,Rakesh D,Kolkata,Cycle,Part-time,4.34,Y
13940,DP13941,Arjun Q,Hyderabad,Bike,Full-time,4.46,N
13941,DP13942,Divya X,Hyderabad,Bike,Full-time,3.82,Y
13942,DP13943,Pooja O,Mumbai,Car,Full-time,4.13,N
13943,DP13944,Pooja Y,Bengaluru,Bike,Full-time,3.71,Y
13944,DP13945,Kiran M,Hyderabad,Cycle,Part-time,4.15,Y
13945,DP13946,Manoj Z,Chennai,Bike,Full-time,3.64,Y
13946,DP13947,Pooja G,Ahmedabad,Bike,Part-time,3.89,Y
13947,DP13948,Ravi B,Kolkata,Scooter,Contract,4.16,Y
13948,DP13949,Arjun D,Mumbai,Scooter,Full-time,3.86,Y
13949,DP13950,Pooja A,Chennai,Cycle,Full-time,4.22,Y
13950,DP13951,Neha R,Pune,Car,Full-time,4.16,Y
13951,DP13952,Ravi Y,Hyderabad,Bike,Contract,4.37,Y
13952,DP13953,Neha Y,Delhi,Bike,Part-time,3.9,Y
13953,DP13954,Rahul T,Ahmedabad,Bike,Full-time,3.92,Y
13954,DP13955,Pooja E,Delhi,Bike,Contract,4.13,Y
13955,DP13956,Nikhil S,Delhi,Scooter,Contract,4.0,Y
13956,DP13957,Ravi L,Pune,Bike,Full-time,3.98,N
13957,DP13958,Neha D,Kolkata,Bike,Part-time,3.92,Y
13958,DP13959,Ravi O,Kolkata,Bike,Part-time,3.91,Y
13959,DP13960,Suresh G,Bengaluru,Bike,Part-time,4.4,Y
13960,DP13961,Amit D,Bengaluru,Car,Contract,3.9,Y
13961,DP13962,Arjun A,Hyderabad,Bike,Contract,3.61,Y
13962,DP13963,Rakesh O,Delhi,Scooter,Contract,4.01,Y
13963,DP13964,Ravi G,Chennai,Scooter,Full-time,4.07,Y
13964,DP13965,Ananya D,Chennai,Scooter,Full-time,3.73,Y
13965,DP13966,Priya B,Bengaluru,Bike,Full-time,4.09,Y
13966,DP13967,Deepak F,Bengaluru,Scooter,Part-time,4.1,Y
13967,DP13968,Deepak H,Bengaluru,Scooter,Full-time,3.06,Y
13968,DP13969,Amit A,Hyderabad,Scooter,Full-time,4.24,N
13969,DP13970,Priya Q,Hyderabad,Bike,Full-time,4.72,Y
13970,DP13971,Pooja D,Chennai,Cycle,Contract,4.96,Y
13971,DP13972,Ananya X,Bengaluru,Bike,Full-time,3.54,Y
13972,DP13973,Priya C,Pune,Scooter,Contract,4.32,Y
13973,DP13974,Ananya K,Bengaluru,Bike,Part-time,4.2,N
13974,DP13975,Pooja V,Hyderabad,Cycle,Full-time,3.89,Y
13975,DP13976,Santosh H,Chennai,Bike,Full-time,4.69,Y
13976,DP13977,Amit U,Bengaluru,Scooter,Contract,4.46,Y
13977,DP13978,Divya U,Mumbai,Bike,Part-time,4.15,Y
13978,DP13979,Nikhil D,Pune,Bike,Contract,4.07,Y
13979,DP13980,Shreya X,Delhi,Scooter,Contract,4.86,Y
13980,DP13981,Divya U,Pune,Scooter,Full-time,3.94,Y
13981,DP13982,Neha L,Delhi,Scooter,Full-time,4.0,Y
13982,DP13983,Santosh M,Mumbai,Bike,Full-time,4.22,Y
13983,DP13984,Suresh E,Mumbai,Cycle,Part-time,3.95,Y
13984,DP13985,Meena S,Bengaluru,Bike,Full-time,4.28,Y
13985,DP13986,Vikas F,Mumbai,Scooter,Full-time,4.56,N
13986,DP13987,Neha F,Mumbai,Scooter,Full-time,3.58,Y
13987,DP13988,Rakesh P,Bengaluru,Scooter,Part-time,4.32,Y
13988,DP13989,Priya U,Chennai,Scooter,Full-time,4.14,N
13989,DP13990,Priya C,Kolkata,Bike,Part-time,4.36,Y
13990,DP13991,Kiran Q,Bengaluru,Scooter,Contract,4.58,Y
13991,DP13992,Shreya O,Mumbai,Scooter,Contract,4.23,Y
13992,DP13993,Manoj T,Bengaluru,Bike,Full-time,4.41,Y
13993,DP13994,Sneha H,Mumbai,Scooter,Full-time,4.48,Y
13994,DP13995,Santosh U,Bengaluru,Bike,Part-time,4.28,Y
13995,DP13996,Priya U,Delhi,Bike,Full-time,4.06,Y
13996,DP13997,Ananya C,Hyderabad,Scooter,Contract,4.43,Y
13997,DP13998,Meena P,Hyderabad,Scooter,Contract,4.98,Y
13998,DP13999,Amit X,Mumbai,Scooter,Contract,4.06,Y
13999,DP14000,Kiran Q,Ahmedabad,Scooter,Contract,4.36,Y
14000,DP14001,Suresh I,Bengaluru,Bike,Full-time,4.34,Y
14001,DP14002,Ananya A,Mumbai,Bike,Contract,4.06,Y
14002,DP14003,Deepak B,Delhi,Scooter,Contract,4.18,Y
14003,DP14004,Amit I,Kolkata,Bike,Full-time,4.2,N
14004,DP14005,Rakesh Q,Mumbai,Car,Contract,3.93,Y
14005,DP14006,Suresh F,Hyderabad,Bike,Part-time,4.15,Y
14006,DP14007,Deepak L,Bengaluru,Scooter,Part-time,4.14,Y
14007,DP14008,Shreya E,Hyderabad,Car,Full-time,4.51,N
14008,DP14009,Priya U,Pune,Scooter,Contract,4.07,Y
14009,DP14010,Amit P,Hyderabad,Bike,Full-time,4.31,Y
14010,DP14011,Ravi E,Mumbai,Bike,Full-time,4.52,Y
14011,DP14012,Kiran X,Chennai,Scooter,Full-time,4.04,Y
14012,DP14013,Rahul Q,Bengaluru,Bike,Part-time,4.27,Y
14013,DP14014,Priya A,Chennai,Bike,Full-time,4.43,Y
14014,DP14015,Arjun S,Bengaluru,Bike,Part-time,4.04,Y
14015,DP14016,Rahul N,Ahmedabad,Cycle,Part-time,3.65,Y
14016,DP14017,Santosh R,Hyderabad,Bike,Full-time,4.41,Y
14017,DP14018,Manoj K,Bengaluru,Bike,Full-time,4.57,Y
14018,DP14019,Priya Y,Delhi,Cycle,Part-time,4.01,Y
14019,DP14020,Neha B,Pune,Bike,Part-time,4.22,Y
14020,DP14021,Suresh G,Mumbai,Scooter,Full-time,4.53,Y
14021,DP14022,Santosh F,Mumbai,Scooter,Full-time,4.43,Y
14022,DP14023,Suresh U,Bengaluru,Bike,Full-time,4.28,Y
14023,DP14024,Shreya Z,Bengaluru,Bike,Full-time,4.51,Y
14024,DP14025,Shreya K,Delhi,Bike,Contract,3.83,Y
14025,DP14026,Manoj V,Kolkata,Bike,Part-time,4.11,Y
14026,DP14027,Arjun J,Bengaluru,Scooter,Full-time,3.66,Y
